,Predicted
2550,1650728.4887695312
2551,2901950.0708007812
2552,1650728.4887695312
2553,9912416.15234375
2554,1650728.4887695312
2555,9341329.262695312
2556,8333015.91796875
2557,2604065.80078125
2558,2623179.2114257812
2559,8989809.792480469
2560,2574621.10546875
2561,1650728.4887695312
2562,3693928.306640625
2563,6884834.351806641
2564,8672044.848632812
2565,1967777.4169921875
2566,1632797.4243164062
2567,1632797.4243164062
2568,2574621.10546875
2569,2574621.10546875
2570,1650728.4887695312
2571,2901950.0708007812
2572,1758837.9272460938
2573,2574621.10546875
2574,1650728.4887695312
2575,2574621.10546875
2576,2574621.10546875
2577,2935138.2690429688
2578,1632797.4243164062
2579,1778153.1440429688
2580,2901950.0708007812
2581,1758837.9272460938
2582,1632797.4243164062
2583,6066620.218017578
2584,3766716.5458984375
2585,1967777.4169921875
2586,2574621.10546875
2587,8640021.767578125
2588,1989798.0224609375
2589,1995888.5229492188
2590,1650728.4887695312
2591,1726021.9057617188
2592,1632797.4243164062
2593,1632797.4243164062
2594,21052488.28125
2595,3766716.5458984375
2596,5133985.407714844
2597,1727327.8015136719
2598,2574621.10546875
2599,2574621.10546875
2600,9096586.58203125
2601,1967777.4169921875
2602,2574621.10546875
2603,2574621.10546875
2604,1758837.9272460938
2605,2574621.10546875
2606,1758837.9272460938
2607,1632797.4243164062
2608,3066844.1015625
2609,5793723.05078125
2610,2125462.0751953125
2611,2168037.3510742188
2612,4842771.943115234
2613,3066844.1015625
2614,2699709.0334472656
2615,6138955.083496094
2616,1905290.1994628906
2617,1564593.841796875
2618,1647311.3048095703
2619,3036126.33984375
2620,3066844.1015625
2621,3225157.1943359375
2622,1630266.1743164062
2623,9293838.809082031
2624,19954287.78881836
2625,16336619.619140625
2626,33125660.15625
2627,9039162.304199219
2628,21682023.15234375
2629,4884146.296386719
2630,25801662.5
2631,22545253.173828125
2632,25579234.375
2633,6911557.850097656
2634,7897097.6943359375
2635,4787104.01171875
2636,20880936.03515625
2637,29352215.390625
2638,14992126.696777344
2639,24510435.791015625
2640,26794624.755859375
2641,4275518.759765625
2642,16922920.8984375
2643,25801662.5
2644,6100460.801269531
2645,5953540.17578125
2646,3758910.8493652344
2647,14992126.696777344
2648,6417337.895019531
2649,14445798.447265625
2650,25801662.5
2651,7596267.2119140625
2652,5897920.027587891
2653,20163445.3125
2654,5891754.5361328125
2655,14992126.696777344
2656,17526034.984375
2657,23732512.20703125
2658,3742553.306640625
2659,7596267.2119140625
2660,16126423.735351562
2661,16387271.557617188
2662,3744782.34375
2663,21961872.960205078
2664,13572894.897460938
2665,22896260.915527344
2666,25008291.381835938
2667,32261512.5
2668,25008291.381835938
2669,5902534.357910156
2670,21961872.960205078
2671,10280171.663574219
2672,5607565.342285156
2673,25801662.5
2674,4884146.296386719
2675,4809225.564453125
2676,9585894.197265625
2677,6622469.251953125
2678,32628299.194335938
2679,4643485.515625
2680,25347565.91796875
2681,23321982.71484375
2682,4208973.720703125
2683,8602758.618164062
2684,5639463.88671875
2685,6035530.8515625
2686,25579234.375
2687,25008291.381835938
2688,13482731.005859375
2689,7596267.2119140625
2690,20976292.114257812
2691,25225754.78515625
2692,4391203.10546875
2693,22210191.650390625
2694,4141154.671875
2695,10457580.78125
2696,3744782.34375
2697,25801662.5
2698,24256186.62109375
2699,25801662.5
2700,16796203.43017578
2701,18657202.880859375
2702,66824165.0390625
2703,32619510.498046875
2704,6032432.67578125
2705,4246315.693359375
2706,21603691.40625
2707,25008291.381835938
2708,3882332.5048828125
2709,25057884.765625
2710,25801662.5
2711,2897274.775390625
2712,3742553.306640625
2713,26408812.255859375
2714,3742553.306640625
2715,25008291.381835938
2716,20278052.734375
2717,759764.763671875
2718,658031.5561523438
2719,373260.72412109375
2720,703971.2883300781
2721,518689.9736328125
2722,409756.994140625
2723,531600.11328125
2724,547667.8525390625
2725,531600.11328125
2726,531600.11328125
2727,531600.11328125
2728,931762.3420410156
2729,652151.0239257812
2730,518689.9736328125
2731,531600.11328125
2732,518689.9736328125
2733,1935452.9777832031
2734,818499.6826171875
2735,5490758.302001953
2736,463044.79376220703
2737,818499.6826171875
2738,2840486.8623046875
2739,1532593.9169921875
2740,450349.9059448242
2741,2336996.828857422
2742,1537589.6572265625
2743,454521.56982421875
2744,818499.6826171875
2745,2332496.87890625
2746,6965310.568359375
2747,11201873.988769531
2748,1176483.3947753906
2749,2314985.3466796875
2750,12364258.333496094
2751,2407933.3154296875
2752,3158060.5766601562
2753,1532593.9169921875
2754,12234748.828125
2755,803422.0568847656
2756,2328723.5393066406
2757,1532593.9169921875
2758,453872.25329589844
2759,1935452.9777832031
2760,3684404.0061035156
2761,952892.9575805664
2762,2811999.1772460938
2763,2407933.3154296875
2764,2430828.571044922
2765,412315.99548339844
2766,1176483.3947753906
2767,903939.5617675781
2768,803422.0568847656
2769,2407933.3154296875
2770,2314985.3466796875
2771,2407933.3154296875
2772,811319.8608398438
2773,2840486.8623046875
2774,6756962.73046875
2775,453872.25329589844
2776,3280665.7067871094
2777,2840486.8623046875
2778,3158060.5766601562
2779,12297384.979858398
2780,9322574.404541016
2781,5305033.0810546875
2782,21846334.454956055
2783,448628.3533935547
2784,533275.2125244141
2785,481277.8562011719
2786,435931.3245239258
2787,461816.69689941406
2788,481277.8562011719
2789,8109859.373046875
2790,5070176.748046875
2791,5339513.013671875
2792,8746364.546875
2793,33328492.890625
2794,8746364.546875
2795,8545344.3671875
2796,5223154.2734375
2797,5070176.748046875
2798,25556961.950683594
2799,26110902.282714844
2800,8625571.53515625
2801,5339513.013671875
2802,8545344.3671875
2803,33425334.609375
2804,9981507.338867188
2805,2955520.805419922
2806,9842108.6875
2807,5185080.4140625
2808,2955520.805419922
2809,8545344.3671875
2810,2955520.805419922
2811,32444415.46875
2812,8746364.546875
2813,8545344.3671875
2814,49298247.619628906
2815,27783366.889648438
2816,8746364.546875
2817,2955520.805419922
2818,5578150.466796875
2819,8033539.1748046875
2820,1295907.4106445312
2821,6856596.728515625
2822,1499708.6845703125
2823,2228809.8779296875
2824,5537039.794921875
2825,1272690.8283691406
2826,1066480.3271484375
2827,1066480.3271484375
2828,1843507.6101074219
2829,5130275.479980469
2830,5352361.706542969
2831,5352361.706542969
2832,1203041.0815429688
2833,1480037.7316894531
2834,1494306.28125
2835,555902.2056884766
2836,1494306.28125
2837,1494306.28125
2838,556408.9533691406
2839,1480037.7316894531
2840,1688877.4116210938
2841,605056.7307128906
2842,1494306.28125
2843,558942.6917724609
2844,1961303.8310546875
2845,1605860.3959960938
2846,517896.1296386719
2847,1605860.3959960938
2848,1221699.5849609375
2849,1688877.4116210938
2850,1137880.1381835938
2851,686365.7810058594
2852,601958.3825073242
2853,1118998.0382080078
2854,942925.5755615234
2855,824633.6716308594
2856,1016104.7542114258
2857,1202368.9501953125
2858,1003231.5426635742
2859,1472800.6694335938
2860,944126.7546386719
2861,961294.8252563477
2862,842010.0659179688
2863,1575351.4709472656
2864,481277.8562011719
2865,1669081.8393554688
2866,1717212.1665039062
2867,1460713.9770507812
2868,800561.6077880859
2869,816494.609375
2870,1010537.1361083984
2871,788574.0641479492
2872,462235.6675415039
2873,1291142.2507324219
2874,967673.6893920898
2875,678666.1785888672
2876,1185910.1818847656
2877,718538.4874267578
2878,648688.5531616211
2879,911798.5393066406
2880,1548389.4653320312
2881,1400118.3211669922
2882,481882.47662353516
2883,1016104.7542114258
2884,807325.1851196289
2885,672059.6936645508
2886,1004378.2274169922
2887,1016104.7542114258
2888,915010.9107055664
2889,481277.8562011719
2890,911798.5393066406
2891,672059.6936645508
2892,944126.7546386719
2893,807325.1851196289
2894,944126.7546386719
2895,686365.7810058594
2896,944126.7546386719
2897,1472800.6694335938
2898,601958.3825073242
2899,694803.8531494141
2900,474627.0315551758
2901,1169079.8605957031
2902,595194.8051757812
2903,834000.5948486328
2904,1127417.1873779297
2905,672059.6936645508
2906,555843.0825195312
2907,1437492.7895507812
2908,848318.8941650391
2909,5689261.474609375
2910,645416.6835327148
2911,342577.55645751953
2912,277453.90216064453
2913,1110150.3271484375
2914,795889.14453125
2915,1021172.0383300781
2916,277453.90216064453
2917,343255.9278564453
2918,1444443.8005371094
2919,645416.6835327148
2920,645416.6835327148
2921,663208.5054321289
2922,277453.90216064453
2923,662545.9594726562
2924,1021172.0383300781
2925,645416.6835327148
2926,645416.6835327148
2927,343255.9278564453
2928,645416.6835327148
2929,1207365.3544921875
2930,645416.6835327148
2931,645416.6835327148
2932,645416.6835327148
2933,784042.64453125
2934,784042.64453125
2935,479705.84674072266
2936,645416.6835327148
2937,645416.6835327148
2938,663208.5054321289
2939,645416.6835327148
2940,645416.6835327148
2941,645416.6835327148
2942,348185.4747314453
2943,784042.64453125
2944,788689.489440918
2945,343255.9278564453
2946,646061.4554443359
2947,1669338.255493164
2948,1232807.9194335938
2949,645416.6835327148
2950,804993.3407592773
2951,645416.6835327148
2952,645416.6835327148
2953,645416.6835327148
2954,343255.9278564453
2955,484363.18505859375
2956,645416.6835327148
2957,1070900.6879882812
2958,784042.64453125
2959,486359.1871948242
2960,784042.64453125
2961,342577.55645751953
2962,343255.9278564453
2963,3406997.001953125
2964,9977815.72265625
2965,2025562.0288085938
2966,3493423.974609375
2967,7920212.925292969
2968,1761121.2255859375
2969,3493423.974609375
2970,2025562.0288085938
2971,1993227.3798828125
2972,1765784.3818359375
2973,3533375.9545898438
2974,3493423.974609375
2975,3493423.974609375
2976,3493423.974609375
2977,1761121.2255859375
2978,1781443.2563476562
2979,2253446.8359375
2980,1995573.896484375
2981,6669260.2294921875
2982,1995573.896484375
2983,3493423.974609375
2984,1433987.6848144531
2985,4105137.5366210938
2986,4542839.35546875
2987,727405.4908447266
2988,1433987.6848144531
2989,741383.603515625
2990,5038758.544921875
2991,24809451.782226562
2992,2416193.7115478516
2993,1624584.5295410156
2994,769185.4886474609
2995,11290336.547851562
2996,1834589.06640625
2997,661549.6216430664
2998,1391590.834350586
2999,695128.4328613281
3000,742948.857421875
3001,1556214.3676757812
3002,625021.9104003906
3003,372892.4923095703
3004,1531685.6577148438
3005,1208238.0802001953
3006,661549.6216430664
3007,695128.4328613281
3008,1543948.9536132812
3009,735385.01953125
3010,1319530.638671875
3011,2098249.9282226562
3012,4225983.2578125
3013,4183713.0439453125
3014,2712070.3674316406
3015,5218973.859375
3016,1868123.3315429688
3017,1717898.9289550781
3018,4198032.357421875
3019,3735400.373046875
3020,4183713.0439453125
3021,2141669.063232422
3022,2751685.51171875
3023,4133612.0390625
3024,1545131.1049804688
3025,3167731.6484375
3026,3456632.2641601562
3027,2141669.063232422
3028,15959405.177490234
3029,4644928.517578125
3030,1896880.8056640625
3031,1341630.7375488281
3032,1333246.0378417969
3033,5245598.6015625
3034,2946567.8662109375
3035,1868123.3315429688
3036,15514234.359375
3037,5257664.8828125
3038,1896880.8056640625
3039,2186640.55078125
3040,1768430.609375
3041,1982839.0686035156
3042,1757194.3957519531
3043,4247542.23046875
3044,3735400.373046875
3045,2771031.244140625
3046,5704255.747558594
3047,2619708.837890625
3048,5461201.07421875
3049,13164659.7890625
3050,3167731.6484375
3051,1341630.7375488281
3052,1333246.0378417969
3053,1896880.8056640625
3054,5218973.859375
3055,5245598.6015625
3056,1896880.8056640625
3057,4193336.7041015625
3058,5263552.359375
3059,15052129.6875
3060,1896880.8056640625
3061,1717898.9289550781
3062,1918426.1572265625
3063,5263552.359375
3064,18393120.21533203
3065,1333246.0378417969
3066,4257312.71484375
3067,1896880.8056640625
3068,1896880.8056640625
3069,2771031.244140625
3070,3352707.4140625
3071,1896880.8056640625
3072,3167731.6484375
3073,1896880.8056640625
3074,4244640.903808594
3075,1717898.9289550781
3076,3167731.6484375
3077,1717898.9289550781
3078,1834149.314453125
3079,2176069.2626953125
3080,2771031.244140625
3081,3167731.6484375
3082,2176069.2626953125
3083,5245598.6015625
3084,1728702.6862792969
3085,1717898.9289550781
3086,1896880.8056640625
3087,1333246.0378417969
3088,2815215.2893066406
3089,1366971.099609375
3090,1738994.8798828125
3091,4477756.63671875
3092,7110280.335449219
3093,3124851.556640625
3094,2867440.4130859375
3095,1366971.099609375
3096,1675548.9638671875
3097,4477756.63671875
3098,1757116.5986328125
3099,4411853.74609375
3100,1776431.8154296875
3101,1381882.4267578125
3102,1662678.7358398438
3103,2381730.2192382812
3104,4444831.955566406
3105,1908789.5297851562
3106,2232149.285888672
3107,1921088.4821777344
3108,1366971.099609375
3109,1539623.3388671875
3110,1757116.5986328125
3111,1366971.099609375
3112,3157694.2265625
3113,1381882.4267578125
3114,4477756.63671875
3115,4477756.63671875
3116,2867440.4130859375
3117,2170431.75390625
3118,1675548.9638671875
3119,2016134.8388671875
3120,2867440.4130859375
3121,1757116.5986328125
3122,1366971.099609375
3123,3157694.2265625
3124,1908789.5297851562
3125,1675548.9638671875
3126,3097127.8271484375
3127,1568465.7080078125
3128,1259017.2595214844
3129,3481036.7436523438
3130,4058715.240234375
3131,1551541.037109375
3132,1566062.9750976562
3133,4833941.823730469
3134,1675548.9638671875
3135,4477756.63671875
3136,2355997.5688476562
3137,1366971.099609375
3138,2704690.1059570312
3139,3124851.556640625
3140,2236997.0400390625
3141,4477756.63671875
3142,1776431.8154296875
3143,4444831.955566406
3144,2232149.285888672
3145,2044936.7651367188
3146,1366971.099609375
3147,4477756.63671875
3148,4477756.63671875
3149,4833941.823730469
3150,4058715.240234375
3151,2355997.5688476562
3152,1693826.3500976562
3153,2867440.4130859375
3154,2867440.4130859375
3155,4884747.294921875
3156,2340914.2958984375
3157,1366971.099609375
3158,3124851.556640625
3159,2897577.65234375
3160,1381882.4267578125
3161,1693826.3500976562
3162,3220632.447265625
3163,2016134.8388671875
3164,5220058.5390625
3165,4477756.63671875
3166,899545.0435791016
3167,2355997.5688476562
3168,1757116.5986328125
3169,2867440.4130859375
3170,10301915.96484375
3171,4058715.240234375
3172,1381882.4267578125
3173,1757116.5986328125
3174,4762796.657714844
3175,4477756.63671875
3176,1675548.9638671875
3177,1757116.5986328125
3178,1738994.8798828125
3179,1757116.5986328125
3180,4491547.822265625
3181,1757116.5986328125
3182,2867440.4130859375
3183,4170745.8291015625
3184,2867440.4130859375
3185,3220632.447265625
3186,3124851.556640625
3187,4524818.546875
3188,1675548.9638671875
3189,1675548.9638671875
3190,1921088.4821777344
3191,1675548.9638671875
3192,1929772.0209960938
3193,1823088.5778808594
3194,2511527.970703125
3195,1381882.4267578125
3196,2355997.5688476562
3197,1568465.7080078125
3198,5220058.5390625
3199,1366971.099609375
3200,2355997.5688476562
3201,1738994.8798828125
3202,4058715.240234375
3203,2392142.484375
3204,1366971.099609375
3205,4058715.240234375
3206,1675548.9638671875
3207,3124851.556640625
3208,1867181.8688964844
3209,1223508.8897705078
3210,1692419.4228515625
3211,1585946.8037109375
3212,1984600.0986328125
3213,1545317.7685546875
3214,2533714.419555664
3215,3127538.3345947266
3216,2451032.6135253906
3217,775469.5532226562
3218,3169862.6220703125
3219,1865746.9423828125
3220,1520199.7727050781
3221,342779.33221435547
3222,342779.33221435547
3223,372907.5322265625
3224,923467.5327758789
3225,5718863.342285156
3226,1206108.1979980469
3227,2114419.598388672
3228,1006219.9296875
3229,369496.79260253906
3230,569599.0065307617
3231,797085.9162597656
3232,1335665.9530029297
3233,1326732.1206054688
3234,384593.04821777344
3235,352910.8524169922
3236,10259390.819335938
3237,4437349.8046875
3238,5364897.442749023
3239,1461991.5073242188
3240,4650809.655761719
3241,5364897.442749023
3242,10112956.0546875
3243,7482161.2548828125
3244,6367010.087890625
3245,4764068.22265625
3246,4366779.240234375
3247,5045768.3701171875
3248,4967307.12890625
3249,4909304.052734375
3250,35706389.5546875
3251,6514189.0625
3252,11048185.776367188
3253,8543487.909667969
3254,3821770.01953125
3255,4234617.283935547
3256,5378267.96875
3257,4159803.330444336
3258,3515207.2204589844
3259,3653465.0009765625
3260,4259497.999267578
3261,12108843.150390625
3262,4419473.291015625
3263,4069614.9375
3264,4208767.765136719
3265,4242391.632080078
3266,4208767.765136719
3267,5422282.270751953
3268,4623745.237792969
3269,656128.3225708008
3270,1305702.9484863281
3271,798051.9216918945
3272,655660.9149169922
3273,1025980.6508789062
3274,662946.0361938477
3275,1305702.9484863281
3276,1107217.20703125
3277,628816.1077880859
3278,1818683.3618164062
3279,681703.2806396484
3280,1898145.1196289062
3281,496472.7932739258
3282,988548.5209960938
3283,662946.0361938477
3284,628816.1077880859
3285,385556.80517578125
3286,503358.6849975586
3287,504047.2741699219
3288,798714.2054443359
3289,384794.8352050781
3290,662946.0361938477
3291,635802.9534301758
3292,986847.060546875
3293,1736742.7587890625
3294,798051.9216918945
3295,952817.8515625
3296,798714.2054443359
3297,798051.9216918945
3298,662946.0361938477
3299,598917.8214111328
3300,598917.8214111328
3301,805337.04296875
3302,503358.6849975586
3303,1469828.4204101562
3304,635802.9534301758
3305,1497661.0595703125
3306,655660.9149169922
3307,2715416.389892578
3308,2003989.7043457031
3309,1172914.7596435547
3310,2617909.04296875
3311,8059795.1220703125
3312,9211106.03515625
3313,1816236.3940429688
3314,2012907.4826660156
3315,3834245.361328125
3316,8861984.76196289
3317,1809880.3173828125
3318,2325221.49609375
3319,9211106.03515625
3320,9211106.03515625
3321,8861984.76196289
3322,10387604.370117188
3323,7530476.288818359
3324,1099713.9836425781
3325,2635701.4864501953
3326,2181846.375732422
3327,2676568.2088623047
3328,7530476.288818359
3329,9211106.03515625
3330,11591874.752197266
3331,9341198.662109375
3332,9211106.03515625
3333,3276815.0668945312
3334,9341198.662109375
3335,6846971.435546875
3336,5982993.65234375
3337,28940865.134277344
3338,9211106.03515625
3339,9211106.03515625
3340,11805223.912353516
3341,2617552.2495117188
3342,7529212.998046875
3343,1924592.1166992188
3344,1789011.6733398438
3345,4297528.9306640625
3346,2025384.9895019531
3347,696258.5438232422
3348,8224724.102783203
3349,7014938.342285156
3350,3852597.981689453
3351,5114943.441162109
3352,9211106.03515625
3353,1965520.5584716797
3354,4881759.66796875
3355,9211106.03515625
3356,8119777.099609375
3357,9211106.03515625
3358,9211106.03515625
3359,6838795.947265625
3360,1941223.4350585938
3361,1482931.132446289
3362,2181846.375732422
3363,1279985.5473632812
3364,5769920.41015625
3365,11747904.174804688
3366,5921894.2578125
3367,10128391.78527832
3368,9341198.662109375
3369,2003989.7043457031
3370,7530476.288818359
3371,3827217.205444336
3372,9211106.03515625
3373,1578203.6584472656
3374,5470833.677124023
3375,7529212.998046875
3376,1099713.9836425781
3377,2715416.389892578
3378,9211106.03515625
3379,4192882.3852539062
3380,7924107.080078125
3381,1773656.2329101562
3382,3735583.7578125
3383,9029647.825927734
3384,9211106.03515625
3385,1080988.2037353516
3386,7478742.0654296875
3387,3277654.19921875
3388,14884078.891601562
3389,880111.6556396484
3390,7239855.37109375
3391,3299932.986328125
3392,11264853.45336914
3393,443451.1962890625
3394,3376381.6201171875
3395,3265361.326171875
3396,1313441.7006835938
3397,8854547.452148438
3398,3265361.326171875
3399,884251.2084960938
3400,6345463.806030273
3401,3944119.5014648438
3402,2750236.8981933594
3403,3258974.3422851562
3404,4102485.1943359375
3405,5108466.916503906
3406,3257611.9095458984
3407,5898636.822509766
3408,449831.43310546875
3409,2721230.53125
3410,608496.2543945312
3411,1388934.18359375
3412,843503.6176757812
3413,3942509.98828125
3414,402273.5852050781
3415,2425829.5107421875
3416,5434357.020996094
3417,2731191.7109375
3418,3265361.326171875
3419,442817.6945800781
3420,3942509.98828125
3421,5162767.258300781
3422,5434357.020996094
3423,449188.81677246094
3424,7518414.793212891
3425,3246045.2534179688
3426,575828.3210449219
3427,1872432.8979492188
3428,449188.81677246094
3429,568432.974609375
3430,3310711.7163085938
3431,576481.1876220703
3432,443451.1962890625
3433,5887231.494140625
3434,5407651.5732421875
3435,477026.7868652344
3436,3252432.2373046875
3437,5094559.9296875
3438,884251.2084960938
3439,3258974.3422851562
3440,885287.0786132812
3441,3314194.9086914062
3442,821959.0206298828
3443,525660.1604003906
3444,3246045.2534179688
3445,3933141.5209960938
3446,2810772.4130859375
3447,5350775.6162109375
3448,1266576.03515625
3449,3258974.3422851562
3450,5094559.9296875
3451,2936416.4814453125
3452,449831.43310546875
3453,5350775.6162109375
3454,471361.16162109375
3455,470716.80212402344
3456,609633.099609375
3457,525964.2143554688
3458,3299932.986328125
3459,2479990.5798339844
3460,2849397.3510742188
3461,525660.1604003906
3462,5350775.6162109375
3463,11202546.291015625
3464,2277477.5361328125
3465,525145.3156738281
3466,449618.2683105469
3467,526589.09765625
3468,2211260.1291503906
3469,1289647.9951171875
3470,1400990.1440429688
3471,2647658.6577148438
3472,2145790.647216797
3473,4895981.626464844
3474,3826744.259765625
3475,1330389.0659179688
3476,1770769.5666503906
3477,2690047.7626953125
3478,1004743.4450683594
3479,823333.3967285156
3480,2730283.553466797
3481,1268860.3271484375
3482,1268862.7587890625
3483,909900.4060058594
3484,1014614.1931152344
3485,1221091.4677734375
3486,1156902.0629882812
3487,1135796.6412353516
3488,2090071.9309082031
3489,790340.0729980469
3490,1301453.466796875
3491,1770769.5666503906
3492,2237714.21875
3493,1527508.8035888672
3494,16246350.5859375
3495,2658658.340576172
3496,1877259.0554199219
3497,3203304.294189453
3498,1901313.4987792969
3499,2751304.3017578125
3500,1709586.6328125
3501,2720422.3146972656
3502,1709586.6328125
3503,1709586.6328125
3504,1729216.58203125
3505,2658658.340576172
3506,1869506.9643554688
3507,1891076.9033203125
3508,2658658.340576172
3509,1238354.419921875
3510,2751304.3017578125
3511,2658658.340576172
3512,2658658.340576172
3513,1612971.49609375
3514,1238354.419921875
3515,2658658.340576172
3516,1719789.09375
3517,2658658.340576172
3518,1439831.7993164062
3519,1416436.3608398438
3520,1269981.9841308594
3521,1729216.58203125
3522,2658658.340576172
3523,3203304.294189453
3524,1252573.5498046875
3525,2771817.3095703125
3526,2658658.340576172
3527,1416436.3608398438
3528,1750105.888671875
3529,2024388.2121582031
3530,1700159.14453125
3531,1929250.5859375
3532,1672913.0043945312
3533,1730129.8986816406
3534,1612971.49609375
3535,2748496.848388672
3536,1432700.2770996094
3537,1729216.58203125
3538,1939970.3349609375
3539,1612971.49609375
3540,2658658.340576172
3541,6178340.6484375
3542,4120990.03125
3543,7815215.992675781
3544,9820555.14453125
3545,14233748.340820312
3546,7815215.992675781
3547,5902084.861083984
3548,9399091.423828125
3549,14133310.83984375
3550,9820555.14453125
3551,9833050.342285156
3552,5103414.944824219
3553,9833050.342285156
3554,9837505.734375
3555,13704958.242675781
3556,10325506.614746094
3557,4160339.762451172
3558,5097302.250244141
3559,23537112.01171875
3560,4129168.182373047
3561,5062110.260009766
3562,14399585.205078125
3563,5097302.250244141
3564,6258261.94921875
3565,6215578.51953125
3566,31109392.6640625
3567,23065027.171875
3568,3248022.0913085938
3569,6215578.51953125
3570,5062110.260009766
3571,2847278.4633789062
3572,14470466.73046875
3573,928180.8208007812
3574,790897.5318603516
3575,413985.3589477539
3576,784215.6018676758
3577,413985.3589477539
3578,660296.1729125977
3579,934862.750793457
3580,653614.2429199219
3581,784215.6018676758
3582,934862.750793457
3583,790897.5318603516
3584,934862.750793457
3585,588617.2875366211
3586,4368383.557373047
3587,8228957.51953125
3588,4591373.333129883
3589,12467732.51196289
3590,16442569.653320312
3591,4397469.180297852
3592,13346658.69140625
3593,4368383.557373047
3594,4181131.3627929688
3595,8648943.193359375
3596,12462368.508300781
3597,6789892.138671875
3598,4368383.557373047
3599,4097614.788330078
3600,12391813.989257812
3601,3739696.2768554688
3602,5292198.342651367
3603,10534283.051269531
3604,3345434.7310791016
3605,12880435.032714844
3606,4161237.4755859375
3607,3695689.0502929688
3608,12469520.513183594
3609,3263894.53125
3610,717069.8583984375
3611,1492465.8442382812
3612,2311306.5810546875
3613,2023009.8671875
3614,1569036.3520507812
3615,632244.1555175781
3616,1641908.8676757812
3617,3316593.017578125
3618,3228195.684814453
3619,2051328.2358398438
3620,1492465.8442382812
3621,2774816.7583007812
3622,2073683.7561035156
3623,625846.1005859375
3624,2023824.6931152344
3625,1066964.1635742188
3626,1569036.3520507812
3627,1144749.0205078125
3628,1569036.3520507812
3629,1561495.1999511719
3630,4113313.833984375
3631,2237615.6997070312
3632,1739831.310546875
3633,915753.6519165039
3634,7227303.466796875
3635,4113313.833984375
3636,2218940.2399902344
3637,1634017.4733886719
3638,895975.1665039062
3639,4113313.833984375
3640,2081119.2004394531
3641,2058648.56640625
3642,717069.8583984375
3643,2403672.9221191406
3644,2081119.2004394531
3645,1739831.310546875
3646,2403672.9221191406
3647,2058648.56640625
3648,1739831.310546875
3649,1074248.162109375
3650,1662717.1806640625
3651,2122810.634765625
3652,1683876.5363769531
3653,2423903.1635742188
3654,2058648.56640625
3655,2034207.5578613281
3656,1641908.8676757812
3657,896699.4794921875
3658,1641908.8676757812
3659,1634017.4733886719
3660,1052052.9521484375
3661,740247.8740234375
3662,1731469.2783203125
3663,2051328.2358398438
3664,3123564.2197265625
3665,1300034.736328125
3666,880764.59375
3667,645040.2653808594
3668,1683876.5363769531
3669,2820305.5576171875
3670,1349419.1923828125
3671,1561495.1999511719
3672,896699.4794921875
3673,2588529.2944335938
3674,4186828.0107421875
3675,740972.1870117188
3676,1569036.3520507812
3677,4113313.833984375
3678,1634017.4733886719
3679,644458.6240234375
3680,1569036.3520507812
3681,1634017.4733886719
3682,1683876.5363769531
3683,806307.6635742188
3684,2263543.9975585938
3685,1119054.3835449219
3686,3282752.375366211
3687,1596291.7697753906
3688,1443896.6799316406
3689,3428452.4853515625
3690,3342496.9814453125
3691,7359877.960205078
3692,1248138.9757080078
3693,4967666.809082031
3694,1616200.1705322266
3695,2006136.5405273438
3696,3759386.1877441406
3697,14773467.0234375
3698,4004097.357421875
3699,2305056.462158203
3700,2272609.335205078
3701,1587286.5078125
3702,4667781.0712890625
3703,19679849.978027344
3704,2242428.600341797
3705,12205049.851074219
3706,11129900.395507812
3707,5007460.1240234375
3708,10719532.078125
3709,2209229.7919921875
3710,1590780.7998046875
3711,1372635.7534179688
3712,5035793.5947265625
3713,8265582.32421875
3714,4667781.0712890625
3715,4667781.0712890625
3716,1372635.7534179688
3717,8121833.06640625
3718,1372635.7534179688
3719,2270930.4580078125
3720,2242428.600341797
3721,4150880.125
3722,2060183.2122802734
3723,788329.7307128906
3724,603883.4712524414
3725,1345181.7993164062
3726,598486.8361206055
3727,702641.8941650391
3728,1613553.5108642578
3729,772258.4873657227
3730,1043314.7094726562
3731,1058614.548828125
3732,2388984.0698242188
3733,819225.0308227539
3734,880273.1550292969
3735,1567173.5498046875
3736,788329.7307128906
3737,1043314.7094726562
3738,1410966.9765625
3739,1058614.548828125
3740,828929.2984008789
3741,2800643.798828125
3742,1534830.380859375
3743,663411.4837646484
3744,1278609.2625732422
3745,807485.6948852539
3746,3012709.71484375
3747,1232683.7193603516
3748,1298137.1899414062
3749,788329.7307128906
3750,603883.4712524414
3751,829599.4110107422
3752,2014323.3544921875
3753,563408.7077636719
3754,1229577.4284667969
3755,788329.7307128906
3756,1860874.9389648438
3757,663411.4837646484
3758,1408397.9931640625
3759,1345181.7993164062
3760,381706.96697998047
3761,2060183.2122802734
3762,978499.1280517578
3763,978499.1280517578
3764,988251.0577392578
3765,409714.72869873047
3766,830411.8286132812
3767,977521.6064453125
3768,438427.63671875
3769,978499.1280517578
3770,824135.0952148438
3771,978499.1280517578
3772,978499.1280517578
3773,970025.6361694336
3774,978499.1280517578
3775,978499.1280517578
3776,698689.7938842773
3777,970025.6361694336
3778,978499.1280517578
3779,978499.1280517578
3780,978499.1280517578
3781,994104.6838378906
3782,978499.1280517578
3783,509127.44787597656
3784,907036.9584960938
3785,553607.8857421875
3786,729599.2141113281
3787,803421.875
3788,970025.6361694336
3789,790240.7348632812
3790,978499.1280517578
